year,age,female_popwgt,male_popwgt
1990,4,.0082401912659407,.0088656023144722
1990,5,.0081000095233321,.0085948454216123
1990,6,.008125176653266,.008450023829937
1990,7,.0082208123058081,.008932332508266
1990,8,.0079116681590676,.0083537576720119
1990,9,.0083669051527977,.0091460580006242
1990,10,.0084232278168201,.0088455565273762
1990,11,.0076999999582767,.0081805819645524
1990,12,.0081183733418584,.0080427546054125
1990,13,.0077552669681609,.0084150824695826
1990,14,.0072226440533996,.0079938676208258
1990,15,.0073565510101616,.0078135691583157
1990,16,.0071059414185584,.0071566277183592
1990,17,.0074375015683472,.0078015355393291
1990,18,.0073961429297924,.0079976543784142
1990,19,.0087404390797019,.0086316093802452
1990,20,.0075323455967009,.0075239068828523
1990,21,.0071901371702552,.0078069153241813
1990,22,.0076494179666042,.0063777519389987
1990,23,.0079379212111235,.0070596551522613
1990,24,.0079913837835193,.0078513640910387
1990,25,.0086711691692472,.0085907224565744
1990,26,.009410354308784,.0090360417962074
1990,27,.0092247193679214,.0091651305556297
1990,28,.0099936323240399,.0098383463919163
1990,29,.0101918950676918,.0097221918404102
1990,30,.0094931814819574,.0101750427857041
1990,31,.0103259198367596,.0092952400445938
1990,32,.0106109557673335,.0098854089155793
1990,33,.0105833997949958,.0098699517548084
1990,34,.0100602973252535,.0099781323224306
1990,35,.0105458907783031,.0106151672080159
1990,36,.0099456859752536,.0098965410143137
1990,37,.0100393043830991,.0098708653822541
1990,38,.009266416542232,.0091923139989376
1990,39,.0096083264797926,.0089955804869533
1990,40,.0095620267093182,.0090373633429408
1990,41,.0091365249827504,.0085311783477664
1990,42,.0093081034719944,.0090974746271968
1990,43,.0087403999641538,.0087921917438507
1990,44,.0074489577673376,.0067193564027548
1990,45,.0073029608465731,.0072633442468941
1990,46,.0068268356844783,.0070542548783123
1990,47,.0075166667811573,.0070975269190967
1990,48,.0064408225007355,.0062225288711488
1990,49,.006405281368643,.0060751689597964
1990,50,.0060514840297401,.0057010212913156
1990,51,.0057039177045226,.006123888771981
1990,52,.0054926960729063,.0052123083733022
1990,53,.0054439455270767,.0049176919274032
1990,54,.0052239676006138,.0053626489825547
1990,55,.0054007465951145,.0048513789661229
1990,56,.004790258128196,.0045807207934558
1990,57,.0050708311609924,.0048890304751694
1990,58,.0049555478617549,.0043231272138655
1990,59,.0049529024399817,.0047742938622832
1990,60,.0054253176786005,.0050291307270527
1990,61,.0051098763942719,.0047856457531452
1990,62,.0053452719002962,.0045927166938782
1990,63,.0049254554323852,.0047445497475564
1990,64,.0053010615520179,.0043342937715352
1991,0,.0078192185610533,.0079965917393565
1991,1,.0080967778339982,.0085640177130699
1991,2,.0081615895032883,.0082654403522611
1991,3,.0077133486047387,.0083863968029618
1991,4,.0081030521541834,.0083488244563341
1991,5,.0080177048221231,.0087798116728663
1991,6,.0076836724765599,.0086892601102591
1991,7,.0082009760662913,.0084750354290009
1991,8,.0080699641257524,.0085406079888344
1991,9,.0083082653582096,.0087903309613466
1991,10,.0089104697108269,.0087587060406804
1991,11,.0081316344439983,.0085366601124406
1991,12,.0075221778824925,.007890248671174
1991,13,.0081113427877426,.0085080917924643
1991,14,.0076566659845412,.0079196589067578
1991,15,.0070860707201064,.0074627744033933
1991,16,.0066420268267393,.0077420733869076
1991,17,.0068476530723274,.0070376298390329
1991,18,.0072972541674972,.0072433459572494
1991,19,.0074757561087608,.0075854621827602
1991,20,.0071652140468359,.007092444691807
1991,21,.0073213041760027,.0069142105057836
1991,22,.0070331734605134,.0063346531242132
1991,23,.006941088475287,.0068534519523382
1991,24,.0076509970240295,.0068905861116946
1991,25,.0077064726501703,.0080575225874782
1991,26,.0091354241594672,.0082834120839834
1991,27,.0096380021423101,.0085217515006661
1991,28,.0095922080799937,.0090620797127485
1991,29,.0095405578613281,.0101329367607832
1991,30,.0100067565217614,.0103243412449956
1991,31,.0106229884549975,.0103326598182321
1991,32,.0102295279502869,.0092667769640684
1991,33,.0103316716849804,.0103675741702318
1991,34,.011210766620934,.0099836438894272
1991,35,.0111227827146649,.0102913752198219
1991,36,.0102992206811905,.0108122695237398
1991,37,.0101154139265418,.0093737011775374
1991,38,.0101967854425311,.009589796885848
1991,39,.0094383116811514,.0096959108486772
1991,40,.0100785233080387,.0094312503933907
1991,41,.0092921359464526,.0091086188331246
1991,42,.0095537872985005,.0086119035258889
1991,43,.0092365005984902,.008709067478776
1991,44,.0081255054101348,.0088080819696188
1991,45,.0073402104899287,.0072358981706202
1991,46,.0071687786839902,.0071360804140568
1991,47,.0070735407061875,.006775819696486
1991,48,.00720803020522,.0072335069999099
1991,49,.0062529407441616,.0058708060532808
1991,50,.0061780135147274,.0056830053217709
1991,51,.0058874734677374,.0053562191314995
1991,52,.0058947904035449,.0056999828666449
1991,53,.005620174575597,.0051781805232167
1991,54,.0057219848968089,.0051131220534444
1991,55,.0052884556353092,.0052164318040013
1991,56,.0055848849005997,.0050447387620807
1991,57,.0051477644592524,.0046374415978789
1991,58,.0049435617402196,.0052351956255734
1991,59,.0052943951450288,.0045812572352588
1991,60,.0051963278092444,.0046775471419096
1991,61,.0054393582977355,.0053105023689568
1991,62,.0052176848985255,.004325641784817
1991,63,.0052301455289125,.0048125083558261
1991,64,.0048656780272722,.0045101856812835
1992,0,.0078354412689805,.0082437349483371
1992,1,.0074208839796484,.0081663364544511
1992,2,.0079900892451406,.0083299037069082
1992,3,.0082694953307509,.0084984889253974
1992,4,.0080744232982397,.0085308784618974
1992,5,.0079613151028752,.008414794690907
1992,6,.0083552459254861,.0085503840819001
1992,7,.0080169858410954,.0087343119084835
1992,8,.0076327715069056,.0082334838807583
1992,9,.0078848479315639,.0091244103386998
1992,10,.0078945392742753,.0089353108778596
1992,11,.0085739511996508,.0085430974140763
1992,12,.0087043093517423,.008645486086607
1992,13,.0072780312038958,.0078316703438759
1992,14,.0078872935846448,.0081137381494045
1992,15,.0070804702118039,.0076611833646894
1992,16,.006994912866503,.0072102197445929
1992,17,.0064886854961514,.0071219373494387
1992,18,.0063995188102126,.0071536810137331
1992,19,.0069351447746158,.0068682003766298
1992,20,.0068349936045706,.0064164828509092
1992,21,.0069863605313003,.0074040647596121
1992,22,.0073095448315144,.0072157387621701
1992,23,.0071866582147777,.0060845403932035
1992,24,.0069700111635029,.0063862595707178
1992,25,.0071806008927524,.0072026867419481
1992,26,.0083512961864471,.0083887428045273
1992,27,.007947126403451,.0086462972685695
1992,28,.0096493707969785,.0088298609480262
1992,29,.009529996663332,.0091074556112289
1992,30,.0107772722840309,.009914493188262
1992,31,.0097020622342825,.010135592892766
1992,32,.0107551459223032,.0099487127736211
1992,33,.0105690537020564,.0097684124484658
1992,34,.010298665612936,.0102068008854985
1992,35,.0108157508075237,.0107630956918001
1992,36,.0103271184489131,.0095051033422351
1992,37,.0106458384543657,.009609367698431
1992,38,.0099844541400671,.0094851283356547
1992,39,.0104490388184786,.0097050908952951
1992,40,.0097885588183999,.0089549766853452
1992,41,.0096411658450961,.0087247546762228
1992,42,.0093846954405308,.0092093478888273
1992,43,.0094760870561004,.0086199212819338
1992,44,.0090851597487926,.0098516987636685
1992,45,.0088754585012794,.0083155212923884
1992,46,.0075435577891767,.0066903410479426
1992,47,.0069287633523345,.0073036197572947
1992,48,.0070664947852492,.0072670090012252
1992,49,.0074578272178769,.0068477476015687
1992,50,.0062779784202576,.0064253979362547
1992,51,.0060181389562786,.0057317628525198
1992,52,.0057271528057754,.0056107128039002
1992,53,.0064916792325675,.0058277291245759
1992,54,.0055154245346785,.0053667249158025
1992,55,.0052972906269133,.0047631338238716
1992,56,.0056490814313293,.0048697544261813
1992,57,.0053995163179934,.0053455112501979
1992,58,.0048026852309704,.0043680598028004
1992,59,.0049797086976469,.0052484031766653
1992,60,.0053213597275317,.0051776962354779
1992,61,.0051185321062803,.0047141122631729
1992,62,.0049663283862174,.005198432598263
1992,63,.005383939947933,.0041450415737927
1992,64,.0050115245394409,.0046305861324072
1993,0,.0078823659569025,.0079658152535558
1993,1,.0077510052360594,.0085165547206998
1993,2,.0076767629943788,.0086274798959494
1993,3,.0081149088218808,.0085731456056237
1993,4,.0080178314819932,.0084795355796814
1993,5,.0080741420388222,.008776905015111
1993,6,.0082560302689672,.0086246319115162
1993,7,.0081916609779,.0087221935391426
1993,8,.0078811962157488,.0083675384521484
1993,9,.0081398831680417,.0088422875851393
1993,10,.0079253204166889,.0094437189400196
1993,11,.0088004823774099,.0088712349534035
1993,12,.0081138107925653,.008661188185215
1993,13,.0083854896947742,.0085102673619986
1993,14,.0076304264366627,.008120771497488
1993,15,.0070914542302489,.0076979994773865
1993,16,.0069694076664746,.0073603540658951
1993,17,.007336818613112,.0071880808100104
1993,18,.0064258901402354,.0072184815071523
1993,19,.0063173645175993,.0068831751123071
1993,20,.0068002799525857,.0067468648776412
1993,21,.006327526178211,.0066769989207387
1993,22,.0074884025380015,.0067648659460247
1993,23,.0063393521122634,.0070568593218923
1993,24,.0076498491689563,.0067287343554199
1993,25,.0071016671136022,.0070852083154023
1993,26,.0073643624782562,.0076398984529078
1993,27,.0082303071394563,.0080650048330426
1993,28,.0089374203234911,.0085832364857197
1993,29,.0097412671893835,.0087160896509886
1993,30,.0101441629230976,.0096396114677191
1993,31,.0096254944801331,.0090870149433613
1993,32,.0109914867207408,.010245855897665
1993,33,.0102110644802451,.0096215764060616
1993,34,.0098110074177384,.0100777065381408
1993,35,.010657618753612,.0100847920402884
1993,36,.0107884025201201,.0099836708977818
1993,37,.0104238195344806,.0096894968301058
1993,38,.0110760815441608,.009902099147439
1993,39,.0092860655859113,.010060265660286
1993,40,.0105580529198051,.0099815083667636
1993,41,.0094323139637709,.0086733410134912
1993,42,.0093549015000463,.0088823810219765
1993,43,.0087203346192837,.008861230686307
1993,44,.0091827241703868,.0081624444574118
1993,45,.0091585582122207,.0097144590690732
1993,46,.0091172745451331,.0083821658045053
1993,47,.0076538850553334,.0066663911566138
1993,48,.0064407428726554,.006511717569083
1993,49,.0069409376010299,.0071754339151084
1993,50,.0077603873796761,.0071189226582646
1993,51,.0061362055130303,.0056994208134711
1993,52,.0061980690807104,.0061600375920534
1993,53,.0052798707038164,.0051367408595979
1993,54,.0057847294956446,.0054207039065659
1993,55,.0053096124902368,.00475830771029
1993,56,.0049601132050157,.0050286357291043
1993,57,.0054490016773343,.0046029770746827
1993,58,.0054882192052901,.0051572225056589
1993,59,.0046069244854152,.0043092481791973
1993,60,.0049310955218971,.004816357512027
1993,61,.0050279377028346,.00507877394557
1993,62,.0050029358826578,.0044201640412211
1993,63,.0049577699974179,.0044267331250012
1993,64,.0048733130097389,.0046436684206128
1994,0,.0074783540330827,.0075812391005456
1994,1,.0076304213143885,.007737984880805
1994,2,.0076629975810647,.0082026580348611
1994,3,.0077170836739242,.0085248313844204
1994,4,.0084014507010579,.0080141015350819
1994,5,.0077935350127518,.0084834340959787
1994,6,.0080417050048709,.0085121756419539
1994,7,.00794876832515,.0084329452365637
1994,8,.0077571277506649,.0081659276038408
1994,9,.0082949865609407,.0085665741935372
1994,10,.0084831500425935,.0089341327548027
1994,11,.0084815518930554,.0085123581811786
1994,12,.0080935480073094,.0082827899605036
1994,13,.007803525775671,.0088617010042071
1994,14,.0079656932502985,.0079430667683482
1994,15,.006851231213659,.0072496812790632
1994,16,.0069799418561161,.0076538040302694
1994,17,.0070918975397944,.0077753379009664
1994,18,.0071322601288557,.0070533128455281
1994,19,.0065573183819652,.0070795766077936
1994,20,.0065789348445833,.0073004644364119
1994,21,.0062839239835739,.0066309073008597
1994,22,.0063518141396344,.0064206952229142
1994,23,.0075777829624712,.0078424140810966
1994,24,.0070895967073739,.0076059410348535
1994,25,.0076020271517336,.0074109695851803
1994,26,.0072723934426904,.0071564940735698
1994,27,.0077944523654878,.0075133773498237
1994,28,.0089128026738763,.0086181433871388
1994,29,.0090786209329963,.0081932349130511
1994,30,.0095318406820297,.0095280203968287
1994,31,.0094217695295811,.0099078044295311
1994,32,.0100715877488256,.0095035405829549
1994,33,.0104051986709237,.0100209517404437
1994,34,.0102471085265279,.0098898848518729
1994,35,.0102693075314164,.010436256416142
1994,36,.0106066316366196,.0105534512549639
1994,37,.0104289455339313,.0098047601059079
1994,38,.0102858114987612,.009922256693244
1994,39,.0096681229770184,.009316117502749
1994,40,.0099456245079637,.0085347108542919
1994,41,.0098722018301487,.0094398763030767
1994,42,.0099092563614249,.0089635923504829
1994,43,.0089934226125479,.008672634139657
1994,44,.0088341291993856,.0091392761096358
1994,45,.0096590211614966,.0086012594401836
1994,46,.0090111084282398,.0091484189033508
1994,47,.0086599737405777,.0086365099996328
1994,48,.0070320968516171,.0063954084180295
1994,49,.0068464716896415,.0065162517130375
1994,50,.0073703401722014,.0071840775199234
1994,51,.0073211505077779,.006786298006773
1994,52,.0064517208375037,.0057329502888024
1994,53,.0061819721013308,.0061105946078897
1994,54,.0055577596649528,.0052220700308681
1994,55,.0062261722050607,.0050480030477047
1994,56,.0055207749828696,.0049419128336012
1994,57,.0049513452686369,.0048545249737799
1994,58,.0054835430346429,.0050334134139121
1994,59,.005433561746031,.0046199942007661
1994,60,.0049116336740553,.0043827369809151
1994,61,.004726842045784,.0047986772842705
1994,62,.0046458742581308,.004353110678494
1994,63,.0047185840085149,.0045053791254759
1994,64,.0048745186068118,.0044506788253784
1995,0,.0062530119903386,.0068909684196115
1995,1,.0069404859095812,.007176052313298
1995,2,.0070344978012145,.0073981871828437
1995,3,.0072795725427568,.0079188980162144
1995,4,.0071816626004875,.0082724234089255
1995,5,.0075732404366136,.0076704351231456
1995,6,.0077050919644535,.0080308429896832
1995,7,.0076412190683186,.0082288673147559
1995,8,.0072512179613113,.0083388229832053
1995,9,.0077997632324696,.0084092151373625
1995,10,.0079479524865746,.0076070209033787
1995,11,.007780241779983,.0086789485067129
1995,12,.0081801963970065,.0078752059489489
1995,13,.0077572609297931,.0080289607867599
1995,14,.0081937545910478,.008118623867631
1995,15,.0076674870215356,.0080929836258292
1995,16,.0072312820702791,.0078737288713455
1995,17,.0068286890164018,.0080043645575643
1995,18,.0071193869225681,.0075204046443105
1995,19,.0070727202109993,.0070828278549016
1995,20,.0064300997182727,.0063607818447053
1995,21,.0060409898869693,.0066983751021326
1995,22,.0064955186098814,.0061945342458785
1995,23,.0070493342354894,.0065119583159685
1995,24,.0078276470303535,.0075615681707859
1995,25,.0066749276593328,.0076159457676113
1995,26,.0074701085686684,.0075136413797736
1995,27,.0074853422120214,.0082415286451578
1995,28,.0084923421964049,.0081193642690778
1995,29,.0083045177161694,.0081688771024346
1995,30,.0096419295296073,.0086635882034898
1995,31,.0096530104056001,.0096459742635489
1995,32,.0091119576245546,.0087535111233592
1995,33,.0101456996053457,.0099575854837894
1995,34,.0112188495695591,.0103806667029858
1995,35,.0109031498432159,.010662941262126
1995,36,.0096595920622349,.0099377231672406
1995,37,.0110793644562364,.0102444319054484
1995,38,.0104988804087043,.0100549384951591
1995,39,.0105759175494313,.0098754223436117
1995,40,.0095802005380392,.0095097022131085
1995,41,.0102829299867153,.0091675389558077
1995,42,.0098709175363183,.009674534201622
1995,43,.0094000771641731,.0092717437073588
1995,44,.0096215400844812,.0085389576852322
1995,45,.0091242603957653,.0092041827738285
1995,46,.0097442232072353,.0093779573217034
1995,47,.009410172700882,.0097003141418099
1995,48,.0088114012032747,.0087662907317281
1995,49,.0072541371919215,.0064905011095107
1995,50,.0069376584142447,.0066645606420934
1995,51,.0075423768721521,.0066913035698235
1995,52,.0071534374728799,.0068741580471396
1995,53,.0066508362069726,.0063886945135891
1995,54,.0059504052624106,.005846603307873
1995,55,.0058253472670913,.0055438685230911
1995,56,.0061582317575812,.0054018120281398
1995,57,.005486074835062,.004706772044301
1995,58,.0050360672175884,.0048073153011501
1995,59,.00525953900069,.0045876181684434
1995,60,.0049372869543731,.0047328295186162
1995,61,.0047768750227988,.0042291479185224
1995,62,.0044879368506372,.0046072150580585
1995,63,.0044747274369001,.0043482123874128
1995,64,.0048841824755073,.004628268070519
1996,0,.006287494674325,.0063091306947172
1996,1,.0068174847401679,.0068482849746943
1996,2,.0070514818653464,.0074597899802029
1996,3,.0069537316448987,.0074185794219375
1996,4,.0074631213210523,.0080376118421555
1996,5,.0079292953014374,.0080769490450621
1996,6,.0075397426262498,.007985046133399
1996,7,.0074786911718547,.0081418054178357
1996,8,.0072324811480939,.0079309493303299
1996,9,.0077365790493786,.0084275063127279
1996,10,.0072278995066881,.0084911864250898
1996,11,.0082451747730374,.0085734995082021
1996,12,.0072030927985907,.0081324428319931
1996,13,.0086701735854149,.0082793608307838
1996,14,.0075457347556949,.0082735903561115
1996,15,.0080990474671125,.0083080837503076
1996,16,.0077113453298807,.0082543287426233
1996,17,.0074090007692575,.0079496297985315
1996,18,.0068485769443214,.0074155065231025
1996,19,.0070677665062249,.0071389297954738
1996,20,.0064616273157299,.0066734673455358
1996,21,.0056951795704663,.0062561612576246
1996,22,.0055720265954733,.0064290780574083
1996,23,.0065890224650502,.0061660874634981
1996,24,.0072088707238436,.0068681705743074
1996,25,.0081623941659927,.0079192193225026
1996,26,.0073300153017044,.0079310424625874
1996,27,.0078766662627459,.0079305619001389
1996,28,.0079743433743715,.0072254370898008
1996,29,.0084038944914937,.0082128159701824
1996,30,.0088341673836112,.0084593659266829
1996,31,.0095974365249276,.0089386943727732
1996,32,.0093783047050238,.0096589168533683
1996,33,.0094870906323195,.0089353788644075
1996,34,.0099900951609015,.0093938233330846
1996,35,.0111376671120524,.0099330153316259
1996,36,.0112476348876953,.0094611253589392
1996,37,.0098604746162891,.0102905994281173
1996,38,.0110535593703389,.0103627815842628
1996,39,.0103555480018258,.0096457591280341
1996,40,.0102527644485235,.010373848490417
1996,41,.0103482538834214,.0096832690760493
1996,42,.0097445677965879,.0094716129824519
1996,43,.0096849799156189,.0086842626333237
1996,44,.0089161833748221,.0088162505999207
1996,45,.0094594666734338,.0089965527877212
1996,46,.0093341330066323,.0089202094823122
1996,47,.0094055645167828,.0079870652407408
1996,48,.0089577864855528,.0093135572969913
1996,49,.0094416607171297,.00891805998981
1996,50,.0069541349075735,.0068282107822597
1996,51,.0067788264714181,.0060913977213204
1996,52,.0074134143069386,.0066626137122512
1996,53,.0073673366568983,.0067495941184461
1996,54,.0062574753537774,.0056837671436369
1996,55,.0060717035084963,.0065335035324097
1996,56,.0055175479501486,.0054194629192352
1996,57,.0056210928596556,.0054207546636462
1996,58,.0052551203407347,.0051130442880094
1996,59,.005447652656585,.004846771247685
1996,60,.0052781039848924,.005077600479126
1996,61,.0049192663282156,.0043853889219463
1996,62,.004593194462359,.0042790961451828
1996,63,.0044272933155298,.004509094171226
1996,64,.0048357076011598,.0040741311386228
1997,0,.0061152763664722,.0065733557567
1997,1,.0068039670586586,.007292811293155
1997,2,.0069791316054761,.0074018025770783
1997,3,.0069514475762844,.0078981062397361
1997,4,.0072065554559231,.0079817706719041
1997,5,.0078609436750412,.0078276861459017
1997,6,.008016218431294,.0081380354240537
1997,7,.0078484853729606,.0083764968439937
1997,8,.0076653165742755,.0077527142129838
1997,9,.0077668316662312,.008282951079309
1997,10,.0076723918318748,.0079818246886134
1997,11,.0075481520034373,.008003456518054
1997,12,.0081895757466555,.0088747339323163
1997,13,.0074908887036145,.0074898316524923
1997,14,.0078874407336116,.0080961473286152
1997,15,.0074477940797806,.0080588525161147
1997,16,.007489759940654,.0081560248509049
1997,17,.007416432723403,.008055817335844
1997,18,.0072172698564827,.0076611475087702
1997,19,.0070350547321141,.0072041093371809
1997,20,.006765675265342,.0064965481869876
1997,21,.0062944893725216,.0061743082478642
1997,22,.0059452760033309,.0057980641722679
1997,23,.0060901050455868,.0057192756794393
1997,24,.0066347885876894,.006578023545444
1997,25,.0065138102509081,.0074907466769218
1997,26,.0084556471556425,.0073055732063949
1997,27,.0077528762631118,.0074105244129896
1997,28,.0080129206180573,.0081077739596367
1997,29,.0087258610874414,.0079701179638505
1997,30,.0089336736127734,.0083583034574986
1997,31,.008674593642354,.0089461822062731
1997,32,.0095543460920453,.0096947895362973
1997,33,.0089695220813155,.0092805046588182
1997,34,.0102458382025361,.0088456049561501
1997,35,.0100795440375805,.0092833731323481
1997,36,.0103797530755401,.0106025571003556
1997,37,.0104116443544626,.0103155914694071
1997,38,.0109305726364255,.0101762628182769
1997,39,.0102431252598763,.0104935625568032
1997,40,.0101798297837377,.0102323377504945
1997,41,.0101311514154077,.0101644704118371
1997,42,.0098979864269495,.0089484499767423
1997,43,.0097575979307294,.0095712402835488
1997,44,.0096867363899946,.008153323084116
1997,45,.009171892888844,.0089309588074684
1997,46,.0091256257146597,.0086112748831511
1997,47,.0090295439586043,.0087405014783144
1997,48,.0091030849143863,.0086518647149205
1997,49,.0091899987310171,.0083769634366035
1997,50,.0093413479626179,.0089076347649097
1997,51,.0066729485988617,.0068217432126403
1997,52,.0070086568593979,.0062159579247236
1997,53,.0071304966695607,.0064671086147428
1997,54,.0072037666104734,.0069518350064754
1997,55,.0062055648304522,.0060895527713001
1997,56,.0060775787569582,.0058794533833861
1997,57,.0059687485918403,.0048981308937073
1997,58,.0054871081374586,.0054868166334927
1997,59,.0046637910418212,.0052152317948639
1997,60,.0049773254431784,.0044477228075266
1997,61,.0046914806589484,.0048790434375405
1997,62,.0046733845956624,.0043590888381004
1997,63,.0048104706220329,.004297754727304
1997,64,.0042035789228976,.0039334828034043
1998,0,.0066269524395466,.0068844207562506
1998,1,.0068431496620178,.0080081690102816
1998,2,.0067752893082798,.0072374972514808
1998,3,.0073688682168722,.0075587444007397
1998,4,.0070025571621954,.0078258821740746
1998,5,.0073627671226859,.0081589128822088
1998,6,.0079908203333616,.0079449191689491
1998,7,.0081799263134599,.0079227956011891
1998,8,.0077204219996929,.0080681070685387
1998,9,.0079548601061106,.0082019893452525
1998,10,.0082529848441482,.0084462910890579
1998,11,.0075105456635356,.007735169492662
1998,12,.0079479748383164,.0074897259473801
1998,13,.0078176809474826,.0085742389783263
1998,14,.0078366901725531,.0082765156403184
1998,15,.0075082927942276,.0079475147649646
1998,16,.0076706097461283,.0080625936388969
1998,17,.0077873677946627,.0085825072601438
1998,18,.0072591030038893,.0077537288889289
1998,19,.0068725841119885,.007344186771661
